,eid,timestamp,lifecycle,resource,activity,material,purchase_requisition,quotation,purchase_order,goods_receipt,invoice_receipt,payment
7172,event:14375,2023-07-28T08:33:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:1171', 'material:1170']",['purchase_requisition:476:pr_trigger_476'],,,,,
7173,event:14377,2023-07-28T10:28:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,['material:1169'],['purchase_requisition:475:pr_trigger_475'],,,,,
7174,event:14380,2023-07-28T14:02:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:945'],['invoice receipt:940'],
7175,event:14382,2023-07-28T14:12:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:945'],['invoice receipt:940'],
7176,event:14384,2023-07-28T16:06:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:767'],['goods receipt:936'],['invoice receipt:932'],['payment:452']
7177,event:14385,2023-07-28T19:28:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:469:pr_trigger_469'],['quotation:467'],,,,
7178,event:14386,2023-07-28T20:17:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:1174', 'material:1175']",['purchase_requisition:478:pr_trigger_478'],,,,,
7179,event:14387,2023-07-28T23:19:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,"['material:1171', 'material:1170']",['purchase_requisition:476:pr_trigger_476'],,,,,
7180,event:14388,2023-07-29T03:45:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:475:pr_trigger_475'],['quotation:476'],,,,
7181,event:14389,2023-07-29T10:20:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:462'],['purchase_order:788'],,,
7182,event:14390,2023-07-29T10:30:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:471'],['purchase_order:797'],,,
7183,event:14391,2023-07-29T10:31:00.000Z,complete,Finance/Account Department,Execute Payment,,,,"['purchase_order:777', 'purchase_order:776']","['goods receipt:941', 'goods receipt:940']",['invoice receipt:939'],['payment:455']
7184,event:14392,2023-07-29T13:23:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:463:pr_trigger_463'],['quotation:464'],,,,
7185,event:14393,2023-07-29T16:37:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:473:pr_trigger_473'],['quotation:474'],,,,
7186,event:14394,2023-07-29T16:45:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:466'],['purchase_order:787'],,,
7187,event:14395,2023-07-29T18:14:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:932'],['invoice receipt:935'],
7188,event:14396,2023-07-29T18:21:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:933'],['invoice receipt:929'],
7189,event:14397,2023-07-29T20:16:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:477:pr_trigger_477'],['quotation:475'],,,,
7190,event:14398,2023-07-30T01:22:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:785'],['goods receipt:939'],,
7191,event:14399,2023-07-30T01:59:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:778'],['goods receipt:942'],,
7192,event:14400,2023-07-30T03:48:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:796'],['goods receipt:946'],,
7193,event:14401,2023-07-30T06:45:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:461'],['purchase_order:780'],,,
7194,event:14402,2023-07-31T03:36:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:795'],['goods receipt:948'],,
7195,event:14425,2023-07-31T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:932'],['invoice receipt:935'],
7196,event:14426,2023-07-31T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:933'],['invoice receipt:929'],
7197,event:14429,2023-07-31T07:59:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,['material:1180'],['purchase_requisition:481:pr_trigger_481'],,,,,
7198,event:14431,2023-07-31T08:02:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,['material:1179'],['purchase_requisition:480:pr_trigger_480'],,,,,
7199,event:14433,2023-07-31T08:34:00.000Z,complete,Manufacturing Department,Delegate Purchase Requisition Approval,['material:1180'],['purchase_requisition:481:pr_trigger_481'],,,,,
7200,event:14435,2023-07-31T09:25:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:946'],['invoice receipt:944'],
7201,event:14437,2023-07-31T09:35:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:946'],['invoice receipt:944'],
7202,event:14439,2023-07-31T10:18:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:795'],['goods receipt:947'],,
7203,event:14442,2023-07-31T13:25:00.000Z,complete,Finance/Account Department,Execute Payment,,,,"['purchase_order:764', 'purchase_order:763']","['goods receipt:923', 'goods receipt:922', 'goods receipt:921']",['invoice receipt:921'],['payment:445']
7204,event:14443,2023-07-31T13:29:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:1177', 'material:1176', 'material:1178']",['purchase_requisition:479:pr_trigger_479'],,,,,
7205,event:14445,2023-07-31T13:30:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:794'],['goods receipt:945'],['invoice receipt:940'],['payment:456']
7206,event:14446,2023-07-31T13:48:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:464'],['purchase_order:800'],,,
7207,event:14448,2023-07-31T14:08:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:455'],['purchase_order:775'],,,
7208,event:14465,2023-07-31T14:31:00.000Z,complete,Manufacturing Department,Delegate Purchase Requisition Approval,"['material:1177', 'material:1176', 'material:1178']",['purchase_requisition:479:pr_trigger_479'],,,,,
7209,event:14467,2023-07-31T16:28:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:471'],['purchase_order:797'],,,
7210,event:14468,2023-07-31T16:35:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:787'],['goods receipt:949'],,
7211,event:14469,2023-07-31T18:36:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:796'],['goods receipt:946'],['invoice receipt:944'],['payment:459']
7212,event:14470,2023-07-31T19:57:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:475'],['purchase_order:804'],,,
7213,event:14471,2023-07-31T22:40:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:775'],['goods receipt:954'],,
7214,event:14472,2023-07-31T23:47:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:467'],['purchase_order:798'],,,
7215,event:14473,2023-08-01T01:23:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:475'],['purchase_order:803'],,,
7216,event:14474,2023-08-01T01:51:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:462'],['purchase_order:790'],,,
7217,event:14475,2023-08-01T01:54:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:454'],['purchase_order:783'],,,
7218,event:14476,2023-08-01T02:10:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:474'],['purchase_order:801'],,,
7219,event:14477,2023-08-01T04:18:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:465:pr_trigger_465'],['quotation:473'],,,,
7220,event:14478,2023-08-01T04:34:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:481:pr_trigger_481'],['quotation:478'],,,,
7221,event:14479,2023-08-01T04:43:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:781'],['goods receipt:950'],,
7222,event:14480,2023-08-01T05:57:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:476'],['purchase_order:799'],,,
7223,event:14481,2023-08-01T06:19:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:948'],['invoice receipt:946'],
7224,event:14513,2023-08-01T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:948'],['invoice receipt:946'],
7225,event:14514,2023-08-01T07:26:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:478'],['purchase_order:806'],,,
7226,event:14516,2023-08-01T07:37:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:474'],['purchase_order:802'],,,
7227,event:14518,2023-08-01T08:43:00.000Z,complete,Finance/Account Department,Execute Payment,,,,"['purchase_order:769', 'purchase_order:770']","['goods receipt:930', 'goods receipt:931']",['invoice receipt:942'],['payment:454']
7228,event:14519,2023-08-01T09:11:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:939'],['invoice receipt:943'],
7229,event:14521,2023-08-01T09:21:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:939'],['invoice receipt:943'],
7230,event:14523,2023-08-01T11:50:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:797'],['goods receipt:956'],,
7231,event:14525,2023-08-01T12:00:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:473'],['purchase_order:805'],,,
7232,event:14527,2023-08-01T13:42:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:474'],['purchase_order:802'],,,
7233,event:14528,2023-08-01T13:57:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:473'],['purchase_order:805'],,,
7234,event:14531,2023-08-01T14:50:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:476'],['purchase_order:799'],,,
7235,event:14533,2023-08-01T15:36:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:775'],['goods receipt:952'],,
7236,event:14534,2023-08-01T15:57:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:956'],['invoice receipt:948'],
7237,event:14535,2023-08-01T18:22:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:475'],['purchase_order:804'],,,
7238,event:14536,2023-08-01T21:11:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:781'],['goods receipt:951'],,
7239,event:14537,2023-08-01T21:18:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:790'],['goods receipt:957'],,
7240,event:14538,2023-08-01T21:36:00.000Z,complete,Finance/Account Department,Execute Payment,,,,"['purchase_order:778', 'purchase_order:779']","['goods receipt:942', 'goods receipt:943']",['invoice receipt:937'],['payment:453']
7241,event:14539,2023-08-01T22:12:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:474'],['purchase_order:801'],,,
7242,event:14540,2023-08-01T22:22:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:805'],['goods receipt:964'],,
7243,event:14541,2023-08-01T22:56:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:789'],['goods receipt:957'],,
7244,event:14542,2023-08-02T01:21:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:799'],['goods receipt:966'],,
7245,event:14543,2023-08-02T02:16:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:785'],['goods receipt:939'],['invoice receipt:943'],['payment:460']
7246,event:14544,2023-08-02T02:35:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:775'],['goods receipt:953'],,
7247,event:14545,2023-08-02T04:01:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:782'],['goods receipt:963'],,
7248,event:14546,2023-08-02T06:00:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:783'],['goods receipt:961'],,
7249,event:14547,2023-08-02T06:20:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:773'],['goods receipt:954'],,
7250,event:14556,2023-08-02T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:956'],['invoice receipt:948'],
7251,event:14558,2023-08-02T10:20:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:774'],['goods receipt:953'],,
7252,event:14559,2023-08-02T10:30:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:782'],['goods receipt:962'],,
7253,event:14560,2023-08-02T11:30:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:464'],['purchase_order:800'],,,
7254,event:14562,2023-08-02T14:06:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:801'],['goods receipt:969'],,
7255,event:14563,2023-08-02T15:57:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:789'],['goods receipt:958'],,
7256,event:14564,2023-08-02T16:50:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:774'],['goods receipt:955'],,
7257,event:14565,2023-08-02T16:58:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:780'],['goods receipt:950'],,
7258,event:14566,2023-08-02T23:17:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:775'],['goods receipt:955'],,
7259,event:14567,2023-08-03T01:24:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:773'],['goods receipt:953'],,
7260,event:14568,2023-08-03T01:26:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:780'],['goods receipt:951'],,
7261,event:14569,2023-08-03T02:30:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:966'],['invoice receipt:949'],
7262,event:14570,2023-08-03T02:30:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:772'],['goods receipt:954'],,
7263,event:14571,2023-08-03T02:40:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:786'],['goods receipt:937'],['invoice receipt:933'],['payment:451']
7264,event:14572,2023-08-03T03:56:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:773'],['goods receipt:955'],,
7265,event:14573,2023-08-03T04:27:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:783'],['goods receipt:963'],,
7266,event:14581,2023-08-03T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:966'],['invoice receipt:949'],
7267,event:14583,2023-08-03T08:43:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:789'],['goods receipt:959'],,
7268,event:14584,2023-08-03T09:18:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:788'],['goods receipt:957'],,
7269,event:14588,2023-08-03T09:51:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:955'],['invoice receipt:955'],
7270,event:14590,2023-08-03T10:01:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:955'],['invoice receipt:955'],
7271,event:14592,2023-08-03T12:06:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:784'],['goods receipt:962'],,
7272,event:14593,2023-08-03T12:43:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,"['material:1174', 'material:1175']",['purchase_requisition:478:pr_trigger_478'],,,,,
7273,event:14595,2023-08-03T12:54:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:479:pr_trigger_479'],['quotation:479'],,,,
7274,event:14598,2023-08-03T13:41:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,['material:1179'],['purchase_requisition:480:pr_trigger_480'],,,,,
